cust_id,age,occupation,risk_tolerance,investment_goals,education,marital_status,dependents,region,financial_history,sector,income_level,account_balance,account_deposits,account_withdrawals,account_transfers,international_transfers,account_investments,account_type,loan_amount,loan_purpose,employment_status,loan_term,interest_rate,loan_status
0236,21,Lawyer,Medium,Wealth Preservation,Master's,Single,1,Australia,Average,Manufacturing,309.2025411,1000,436.709164,209.4077149,144.9288104,16.10050748,51.2315684,credit,5000,Debt Consolidation,Self-Employed,24,0.0501,approved
0237,35,Lawyer,Medium,Growth,Bachelor's,Widowed,2,Australia,Excellent,Education,1389.25523,1000,223.9139993,269.6133019,168.8665671,25.365633,69.17236471,checking,5000,Small Business,Self-Employed,12,0.0655,approved
0238,79,Artist,Low,Wealth Preservation,Bachelor's,Single,1,South America,Excellent,Retail,1297.150997,1982.080278,355.1731551,152.3731357,471.80055,110.9049066,386.8273577,investment,5000,Home Improvement,Retired,60,0.0993,rejected
0239,23,Manager,High,Income Generation,Master's,Divorced,3,Europe,Poor,Education,1912.133927,3108.421606,329.4092297,614.0120817,546.3615145,77.86962306,962.8787497,checking,5000,Medical Expenses,Unemployed,60,0.096,pending
0240,23,Artist,Low,Growth,Master's,Divorced,0,Asia,Average,Retail,575.2208528,1000,434.2659453,131.4372388,233.3327384,11.68673173,175.3314193,investment,5000,Auto Purchase,Self-Employed,24,0.0546,approved
0241,33,Engineer,High,Speculation,Bachelor's,Married,1,North America,Good,Retail,1355.586096,2145.706114,591.7130595,555.3406454,186.914965,15.92370782,374.3347357,checking,5000,Debt Consolidation,Employed,36,0.0688,approved
0242,52,Developer,High,Growth,Bachelor's,Widowed,3,North America,Average,Technology,28268.97307,54985.54859,27140.77545,13432.50692,9269.920937,2751.786805,3339.197718,investment,39017.66726,Small Business,Self-Employed,24,0.094317667,approved
0243,39,Doctor,Low,Wealth Preservation,Master's,Married,3,Australia,Excellent,Retail,602.7066995,1000,454.0456676,247.5527487,56.30178916,13.02286694,83.5885665,savings,5000,Auto Purchase,Unemployed,48,0.0881,pending
0244,50,Lawyer,Low,Speculation,Bachelor's,Divorced,1,North America,Excellent,Education,1093.602265,1000,139.2241875,164.7878281,129.9316428,1.10803289,181.320958,credit,5000,Debt Consolidation,Unemployed,60,0.0504,approved
0245,50,Doctor,High,Growth,Master's,Widowed,0,Australia,Average,Retail,870.6717669,1000,463.7161988,65.28353932,61.28197831,17.97626755,291.3002035,investment,5000,Debt Consolidation,Retired,24,0.087,pending
0246,40,Manager,High,Income Generation,PhD,Widowed,0,South America,Excellent,Technology,123226.1347,33580.07086,14870.36727,4041.286502,6800.682672,682.3024429,2878.95628,checking,50000,Auto Purchase,Self-Employed,48,0.1094,approved
0247,53,Data Scientist,Low,Income Generation,High School,Single,3,Europe,Poor,Manufacturing,1390.821072,1000,187.2285342,150.6046826,169.7306986,5.171276861,133.7917115,credit,5000,Medical Expenses,Retired,48,0.0521,approved
0248,33,Student,Low,Wealth Preservation,Bachelor's,Single,0,North America,Average,Retail,340.3447416,1000,285.101345,231.7950944,183.9827987,27.52838202,173.5841557,savings,5000,Small Business,Retired,60,0.0556,approved
0249,82,Artist,Low,Wealth Preservation,Master's,Divorced,1,South America,Average,Education,4922.751926,3220.059012,870.9595781,181.4404118,554.8056209,152.3246894,395.3970058,investment,5000,Medical Expenses,Retired,24,0.0724,rejected
0250,50,Artist,High,Speculation,High School,Divorced,0,North America,Poor,Retail,46.22691586,1000,468.2898896,168.3907566,229.0378729,23.3470413,173.378672,checking,5000,Auto Purchase,Retired,36,0.0987,pending
0251,64,Artist,Medium,Speculation,Bachelor's,Single,4,North America,Average,Manufacturing,210.4826422,1000,221.4917152,57.86141334,145.6817724,34.03934215,105.0563155,credit,5000,Medical Expenses,Unemployed,48,0.0929,rejected
0252,26,Doctor,Low,Growth,PhD,Divorced,2,Europe,Good,Education,1485.486668,1000,454.1165125,124.0398957,205.4107537,4.358569647,194.4189013,checking,5000,Small Business,Employed,12,0.0975,rejected
0253,56,Artist,High,Income Generation,High School,Divorced,1,Africa,Poor,Retail,388.7367516,1000,137.3847003,89.80574416,81.52255014,16.01131098,156.3214207,checking,5000,Medical Expenses,Unemployed,12,0.0601,approved
0254,52,Engineer,Low,Wealth Preservation,Bachelor's,Widowed,0,Asia,Average,Education,1296.859137,1120.916437,222.3619831,164.4321172,192.3523338,23.95822528,88.81163446,investment,5000,Medical Expenses,Employed,12,0.0921,pending
0255,52,Teacher,High,Wealth Preservation,Bachelor's,Married,2,Australia,Average,Technology,18354.91237,21316.7064,9940.437866,2541.815513,3792.045103,34.0060796,1826.221355,credit,24907.98914,Medical Expenses,Self-Employed,12,0.101807989,pending
0256,18,Retiree,Medium,Growth,High School,Single,4,Asia,Good,Technology,17338.96282,21317.27882,7637.692281,4452.54248,2789.850366,361.385993,3408.572036,checking,21745.41209,Home Improvement,Retired,24,0.066245412,approved
0257,54,Artist,Low,Speculation,Master's,Divorced,2,Africa,Excellent,Healthcare,4145.942268,1048.228773,157.039151,293.218305,145.4666901,18.16368827,61.27605324,credit,5000,Auto Purchase,Self-Employed,12,0.0728,rejected
0258,83,Teacher,High,Speculation,Master's,Married,4,Europe,Poor,Manufacturing,71.78395392,1000,464.9766953,93.01748638,93.41211269,3.176003069,172.9763241,investment,5000,Small Business,Self-Employed,36,0.065,approved
0259,63,Data Scientist,Medium,Speculation,High School,Married,4,Europe,Average,Healthcare,6876.515339,9042.077019,3366.456579,1392.917871,917.2723657,2.378112196,802.0662482,savings,7643.622669,Small Business,Employed,36,0.102143623,rejected
0260,24,Developer,High,Wealth Preservation,Bachelor's,Married,0,Europe,Good,Education,1293.074834,1955.23206,585.8148349,262.3085018,129.6902115,24.3069615,492.3951929,checking,5000,Debt Consolidation,Self-Employed,12,0.0893,pending
0261,62,Student,Low,Income Generation,High School,Single,3,Europe,Poor,Finance,9112.151784,2013.180965,723.0354316,113.3017791,309.0525764,9.120614537,384.7876125,credit,13374.01151,Debt Consolidation,Employed,36,0.074574012,approved
0262,44,Data Scientist,Medium,Wealth Preservation,High School,Divorced,1,Africa,Poor,Manufacturing,101.9729911,1000,330.2849185,231.6781566,122.3103585,36.23853223,150.1049321,investment,5000,Auto Purchase,Employed,60,0.0879,rejected
0263,29,Manager,Medium,Growth,PhD,Single,4,Europe,Good,Finance,13499.01712,17405.40997,5440.669536,4775.309719,2361.065862,504.3749181,3188.127879,investment,11445.85688,Auto Purchase,Self-Employed,48,0.088345857,rejected
0264,33,Retiree,Medium,Growth,Master's,Married,1,Asia,Average,Technology,54834.65208,37392.324,8972.916138,9033.398037,3735.982086,60.86466876,1982.578178,checking,50000,Debt Consolidation,Retired,48,0.0935,approved
0265,85,Student,Low,Wealth Preservation,Bachelor's,Divorced,2,Asia,Good,Finance,33688.89909,41798.16717,12768.68003,11015.08516,5247.70499,1184.130167,4923.548941,savings,5000,Home Improvement,Self-Employed,60,0.0599,approved
0266,39,Data Scientist,High,Wealth Preservation,Master's,Divorced,2,Africa,Poor,Technology,33414.93134,6151.347428,2891.298842,1611.581022,834.1940769,31.30463796,2324.930281,checking,27705.58928,Debt Consolidation,Employed,60,0.121705589,rejected
0267,84,Doctor,Low,Wealth Preservation,PhD,Married,1,Australia,Average,Retail,1824.535111,1469.947945,669.0052486,378.4179102,114.8639606,17.69784779,91.94269731,savings,5000,Home Improvement,Employed,12,0.0464,approved
0268,69,Manager,Low,Income Generation,PhD,Married,1,Africa,Good,Healthcare,5829.654643,9971.970268,3709.463589,2477.746716,2366.46355,187.8913798,1602.713321,checking,5000,Debt Consolidation,Employed,36,0.0646,approved
0269,41,Retiree,Medium,Growth,PhD,Divorced,3,North America,Poor,Finance,14647.63463,3142.99556,1338.394333,246.1405009,527.3659939,53.08402974,258.0513755,savings,14683.92923,Small Business,Retired,12,0.106283929,rejected
0270,31,Teacher,Medium,Income Generation,High School,Single,0,Europe,Average,Manufacturing,525.6369286,1000,359.4689905,237.7457157,97.39928409,18.08836346,56.62393009,checking,5000,Small Business,Unemployed,60,0.0724,approved
0271,47,Developer,High,Wealth Preservation,Master's,Married,0,South America,Good,Retail,3817.799925,6775.199506,2370.528245,1241.724758,540.9519554,32.25465267,2435.035228,savings,5000,Debt Consolidation,Self-Employed,48,0.0936,pending
0272,77,Lawyer,Low,Speculation,PhD,Divorced,2,South America,Average,Finance,19674.08524,12390.80359,5814.864864,1716.343235,1020.706083,75.08051209,2018.890693,savings,25958.52051,Small Business,Retired,24,0.119758521,pending
0273,45,Student,Low,Speculation,Master's,Widowed,0,Australia,Poor,Manufacturing,455.5854174,1000,315.5579886,275.8170885,202.2689113,10.63558224,91.11621577,investment,5000,Medical Expenses,Employed,12,0.0937,rejected
0274,20,Doctor,High,Wealth Preservation,PhD,Married,0,North America,Poor,Education,1226.431534,1000,366.6255879,244.1846503,87.71894487,7.751709109,236.199855,savings,5000,Medical Expenses,Self-Employed,24,0.0552,approved
0275,52,Student,High,Wealth Preservation,Bachelor's,Single,2,Australia,Poor,Technology,18168.00106,24215.88646,8592.639647,1455.534186,4942.992067,1126.511018,1596.914712,investment,21591.59118,Small Business,Self-Employed,48,0.100691591,rejected
0276,48,Retiree,Low,Income Generation,Master's,Married,2,Asia,Excellent,Healthcare,2500.96483,1238.885529,378.4143216,280.5895965,184.8491836,47.25142368,238.0319535,checking,5000,Medical Expenses,Unemployed,48,0.0591,approved
0277,43,Data Scientist,Medium,Growth,Master's,Married,1,North America,Excellent,Finance,8894.936195,7110.969626,3227.344246,2050.411043,703.8026922,165.4648265,1356.011929,credit,5655.571818,Auto Purchase,Unemployed,36,0.067755572,approved
0278,67,Doctor,Low,Growth,High School,Single,3,Australia,Poor,Education,6425.334556,12004.77707,3573.879885,2428.500023,2583.504209,218.4847083,2160.788668,savings,8767.471812,Medical Expenses,Employed,48,0.103467472,rejected
0279,85,Doctor,Medium,Growth,PhD,Widowed,4,North America,Average,Retail,294.157681,1000,487.4640991,264.8024661,201.7746017,34.71683956,168.5974602,investment,5000,Auto Purchase,Employed,60,0.0983,pending
0280,18,Manager,Medium,Speculation,PhD,Married,2,South America,Average,Healthcare,11503.56875,16349.81405,2389.648994,3292.988281,1758.403557,190.9641433,1833.998957,investment,5000,Medical Expenses,Self-Employed,12,0.0539,approved
0281,74,Engineer,Medium,Income Generation,Master's,Divorced,1,Africa,Good,Manufacturing,46.08022589,1000,100.4818952,204.646576,215.5148696,4.145487894,84.66730189,investment,5000,Medical Expenses,Retired,36,0.0949,rejected
0282,50,Developer,Medium,Growth,High School,Divorced,0,Australia,Poor,Retail,4000.483487,6498.253657,1209.787617,1503.755707,784.1367889,215.3833846,775.5045037,credit,5617.153645,Debt Consolidation,Retired,12,0.047317154,approved
0283,72,Data Scientist,Medium,Growth,Bachelor's,Divorced,3,Africa,Poor,Retail,839.7015752,1641.712166,493.9096296,457.4331982,385.5864688,6.722531678,272.7585514,savings,5000,Home Improvement,Unemployed,48,0.0864,rejected
0284,79,Retiree,Low,Income Generation,Bachelor's,Widowed,4,Australia,Average,Finance,15025.1165,15759.86684,7726.755793,3856.841284,3005.611153,380.2141234,2919.086661,credit,8289.246272,Small Business,Employed,60,0.078489246,pending
0285,32,Engineer,Medium,Growth,PhD,Widowed,2,Asia,Average,Finance,19863.74722,22225.50444,6849.484314,4305.993912,1444.274165,54.08119155,1712.956809,checking,8682.502733,Medical Expenses,Retired,24,0.073682503,rejected
0286,52,Engineer,High,Income Generation,PhD,Married,3,Australia,Average,Healthcare,2025.359477,3842.859827,1582.980808,414.4998833,631.8701106,55.63279646,1328.567028,checking,5000,Debt Consolidation,Self-Employed,12,0.0558,approved
0287,30,Lawyer,Medium,Speculation,PhD,Married,0,Australia,Average,Technology,27602.10699,41230.57052,11341.73994,2124.938535,7605.488918,1140.383236,7028.292063,investment,31314.58076,Medical Expenses,Retired,48,0.103014581,rejected
0288,84,Teacher,Low,Speculation,Bachelor's,Widowed,3,Europe,Good,Manufacturing,606.702868,1133.82858,178.7168138,109.5701131,122.9910723,22.79881572,205.2157199,checking,5000,Medical Expenses,Employed,48,0.0995,rejected
0289,37,Data Scientist,High,Speculation,PhD,Married,1,Australia,Good,Finance,68097.80114,90766.69557,10259.70691,19589.48229,13516.1741,148.2836276,12834.93041,savings,50000,Small Business,Unemployed,36,0.1129,approved
0290,77,Lawyer,Medium,Income Generation,Bachelor's,Single,0,Africa,Average,Manufacturing,153.7196216,1000,231.7140468,148.632818,147.1503548,12.96281632,97.52957114,credit,5000,Debt Consolidation,Unemployed,48,0.0524,approved
0291,74,Student,High,Growth,PhD,Divorced,0,Europe,Poor,Manufacturing,181.0865337,1000,303.3880708,262.5100119,234.695786,29.68214015,141.013479,investment,5000,Medical Expenses,Retired,24,0.0875,pending
0292,77,Artist,Medium,Growth,High School,Married,2,Africa,Good,Finance,15098.7052,21125.45274,4882.145047,1656.90607,5023.629957,918.1641315,2048.934098,savings,9953.583799,Home Improvement,Retired,48,0.050253584,approved
0293,38,Artist,Medium,Growth,Master's,Single,0,Europe,Good,Finance,29939.79489,34653.94331,3896.925784,3120.671492,3240.194794,541.1682739,6429.883656,investment,15652.18062,Debt Consolidation,Retired,12,0.084952181,pending
0294,52,Teacher,Medium,Income Generation,Bachelor's,Divorced,1,Australia,Excellent,Technology,23176.99602,8185.517573,3044.988758,974.0757436,587.953911,84.07970493,762.5566697,savings,28503.35503,Medical Expenses,Unemployed,24,0.108703355,pending
0295,40,Engineer,High,Speculation,Master's,Single,0,Africa,Good,Healthcare,6965.353594,2431.536087,676.2420015,703.287992,546.1005939,19.79267486,965.1780489,credit,9354.427785,Auto Purchase,Unemployed,48,0.099654428,pending
0296,66,Manager,Medium,Income Generation,Bachelor's,Married,3,Europe,Good,Technology,53165.7903,71132.65648,26127.55644,20882.18245,15155.11499,2768.970584,5844.458292,credit,37511.07861,Debt Consolidation,Retired,12,0.088611079,approved
0297,72,Manager,Low,Speculation,PhD,Divorced,3,South America,Excellent,Education,1936.861368,2031.874342,379.7634358,322.1086839,144.587397,39.25838425,227.6382748,savings,5000,Debt Consolidation,Unemployed,48,0.0807,rejected
0298,20,Developer,Medium,Growth,PhD,Single,0,Australia,Good,Education,1633.081648,1000,382.1697567,190.3951559,158.9591437,21.04593764,175.7364632,savings,5000,Medical Expenses,Employed,36,0.0869,pending
0299,24,Developer,Medium,Speculation,High School,Divorced,0,Africa,Poor,Finance,10081.77073,12441.83248,4631.087451,2429.192423,663.0696482,115.6034311,1489.585754,savings,8925.426386,Debt Consolidation,Self-Employed,12,0.099625426,rejected
0300,85,Teacher,Low,Speculation,PhD,Divorced,0,South America,Excellent,Finance,27175.49205,5544.124407,727.4392206,500.0181089,1123.344866,292.1168305,396.2082856,investment,20468.78676,Auto Purchase,Self-Employed,24,0.099168787,pending
0301,76,Student,Low,Growth,Bachelor's,Single,4,South America,Good,Retail,1777.645568,3394.838702,638.1127752,974.0596532,540.5667921,114.5162459,283.8849703,savings,5000,Debt Consolidation,Employed,24,0.0561,approved
0302,31,Developer,High,Growth,Bachelor's,Widowed,1,Australia,Average,Healthcare,8069.867947,4639.435996,1946.22747,515.7681407,1002.662543,166.2714612,1607.659645,investment,5000,Home Improvement,Self-Employed,36,0.0775,rejected
0303,66,Manager,High,Growth,Master's,Married,3,Australia,Poor,Manufacturing,167.3129407,1000,252.6429537,142.7777268,248.703534,72.1394683,193.4562762,checking,5000,Small Business,Employed,24,0.1016,rejected
0304,77,Manager,Low,Speculation,Master's,Married,1,North America,Excellent,Manufacturing,203.5407406,1000,169.1120599,148.8502754,244.3512406,41.15907378,92.92283949,checking,5000,Medical Expenses,Employed,24,0.0742,rejected
0305,19,Data Scientist,Low,Wealth Preservation,Master's,Divorced,4,North America,Average,Retail,2169.360596,1000,128.2047694,231.9592043,227.6874497,41.2391214,137.1158226,savings,5000,Medical Expenses,Self-Employed,60,0.0662,approved
0306,49,Student,Low,Growth,Bachelor's,Widowed,2,Africa,Excellent,Education,11956.75553,14505.50528,5775.426807,2047.932042,1613.843014,435.2318323,2659.590136,investment,5000,Small Business,Retired,24,0.08,rejected
0307,31,Student,Medium,Growth,PhD,Single,3,Europe,Poor,Technology,69058.66378,15645.82768,4843.819901,3906.446564,2328.07656,263.3144746,1495.045831,investment,50000,Home Improvement,Unemployed,24,0.0979,approved
0308,36,Doctor,High,Income Generation,High School,Single,2,Asia,Good,Manufacturing,36.4052242,1000,392.3275854,242.1695947,89.36775811,11.00974895,234.6059455,investment,5000,Debt Consolidation,Retired,24,0.0633,approved
0309,70,Teacher,Low,Growth,Bachelor's,Divorced,2,Africa,Average,Retail,1164.196218,1703.991614,675.0637488,391.7551845,395.7629518,50.54926292,311.3331448,investment,5000,Home Improvement,Employed,48,0.0644,approved
0310,51,Retiree,High,Speculation,High School,Married,3,Africa,Poor,Manufacturing,147.5905053,1000,468.6678426,179.3065506,236.7999671,29.15518317,135.9107725,savings,5000,Home Improvement,Employed,24,0.0608,approved
0311,45,Artist,Medium,Growth,High School,Widowed,4,Europe,Good,Finance,11375.67331,8813.081077,3163.951934,513.9884451,1030.697689,256.0698882,1728.164704,credit,5738.438266,Debt Consolidation,Retired,48,0.089838438,rejected
0312,58,Engineer,Low,Wealth Preservation,PhD,Divorced,4,Australia,Poor,Education,1094.907893,1000,222.5735408,290.349291,249.4532794,55.32824363,97.59829605,credit,5000,Medical Expenses,Retired,12,0.0734,rejected
0313,59,Student,High,Income Generation,PhD,Single,3,North America,Average,Education,11878.37877,14706.29674,6562.073413,4223.614479,2876.006543,518.660687,1358.099814,investment,12886.31734,Small Business,Unemployed,36,0.109486317,rejected
0314,18,Manager,Medium,Speculation,Bachelor's,Single,1,South America,Good,Technology,22969.9253,15696.67596,1983.832479,4104.831151,1392.092662,302.7982366,2314.871363,savings,9403.17792,Small Business,Employed,24,0.106003178,rejected
0315,45,Manager,Medium,Speculation,Bachelor's,Married,4,South America,Good,Finance,21382.03576,35808.26682,6284.29768,2671.770363,3790.241075,883.2029883,4826.121074,investment,6166.78242,Small Business,Unemployed,36,0.084166782,pending
0316,20,Lawyer,Low,Speculation,High School,Single,2,Asia,Poor,Finance,10213.64381,2706.116823,480.2186719,169.4420568,284.4568213,24.69255415,447.5154867,checking,5000,Auto Purchase,Self-Employed,12,0.0576,approved
0317,72,Retiree,Medium,Speculation,Master's,Single,0,North America,Good,Education,917.5685835,1000,139.7415308,194.6243086,85.75150091,2.956269069,61.0133959,investment,5000,Medical Expenses,Employed,48,0.0708,pending
0318,60,Engineer,High,Income Generation,High School,Divorced,3,Africa,Excellent,Finance,5084.446278,5074.814112,615.468718,832.4089829,609.5820623,44.6216056,1832.464822,checking,5000,Home Improvement,Self-Employed,36,0.0749,pending
0319,50,Developer,High,Growth,PhD,Divorced,3,Europe,Excellent,Education,3440.445438,3293.891821,649.4153484,824.3500276,613.9087435,47.43210852,643.501998,savings,5000,Small Business,Unemployed,12,0.0779,rejected
0320,77,Artist,Medium,Speculation,PhD,Divorced,3,Australia,Good,Technology,43854.8855,69466.13037,10588.21059,4100.591666,5775.446639,1664.668235,6100.601277,checking,31894.71293,Medical Expenses,Employed,24,0.083794713,approved
0321,49,Student,High,Speculation,Bachelor's,Married,0,Australia,Average,Manufacturing,96.53028519,1000,455.0848706,123.9327618,107.0076801,10.70275557,89.53273765,checking,5000,Small Business,Self-Employed,60,0.0873,rejected
0322,66,Developer,High,Growth,Master's,Married,3,North America,Excellent,Manufacturing,279.0770235,1000,332.2688189,138.7921303,119.9603084,25.10504289,210.0856067,savings,5000,Debt Consolidation,Self-Employed,60,0.081,pending
0323,41,Artist,High,Income Generation,Bachelor's,Single,4,North America,Average,Healthcare,11951.7853,2452.018064,1093.546242,191.8337643,167.1286136,49.8773055,335.790635,savings,12001.68107,Auto Purchase,Self-Employed,48,0.102601681,pending
0324,61,Doctor,Low,Wealth Preservation,Master's,Married,3,Africa,Average,Finance,26803.38216,40805.71429,15771.30416,5041.308785,3827.315527,173.9408703,7113.604294,checking,23750.72029,Medical Expenses,Unemployed,36,0.09445072,rejected
0325,78,Data Scientist,High,Speculation,PhD,Married,4,South America,Poor,Retail,6924.415999,8791.153324,2853.683748,1414.586724,501.9680697,109.7871332,1774.679336,credit,9196.935468,Small Business,Retired,60,0.095196935,pending
0326,70,Engineer,High,Income Generation,PhD,Widowed,0,South America,Excellent,Retail,1898.74923,2715.804968,807.1790513,609.4937232,594.2524256,61.12814377,926.241077,credit,5000,Medical Expenses,Self-Employed,36,0.0769,rejected
0327,35,Student,Low,Growth,PhD,Widowed,0,Europe,Good,Healthcare,5463.96197,4645.045228,1227.841237,1037.85535,851.3535235,68.92006014,332.9591603,checking,7891.546009,Auto Purchase,Employed,36,0.080091546,rejected
0328,71,Artist,Low,Speculation,Bachelor's,Single,0,Africa,Poor,Retail,2467.722316,2213.07311,850.8964116,517.2101387,363.0381873,106.4095188,228.2443359,investment,5000,Auto Purchase,Retired,24,0.0569,approved
0329,47,Retiree,Low,Speculation,Master's,Divorced,1,Africa,Poor,Technology,30746.06378,59514.23401,7327.977424,13764.13721,3650.858844,213.3451961,3283.799295,credit,24455.69835,Auto Purchase,Unemployed,60,0.110655698,pending
0330,51,Manager,Medium,Speculation,High School,Single,1,Europe,Average,Technology,12464.08742,22649.41731,9922.802255,2032.392202,5031.73943,335.4845528,1924.637852,savings,10847.26582,Medical Expenses,Self-Employed,36,0.063247266,approved
0331,40,Manager,High,Growth,Bachelor's,Widowed,3,Asia,Poor,Education,1952.083172,1875.340161,750.4615619,362.822114,419.6598498,45.18843536,256.0759716,investment,5000,Medical Expenses,Employed,36,0.0673,approved
0332,49,Artist,High,Growth,Master's,Married,4,Europe,Excellent,Manufacturing,204.834891,1000,421.2884017,276.7752789,54.87295185,14.49696783,65.28105139,investment,5000,Auto Purchase,Employed,60,0.0762,pending
0333,51,Retiree,Low,Income Generation,High School,Divorced,0,South America,Average,Manufacturing,171.3992584,1000,498.3624115,174.448787,124.5970308,18.48314422,53.76293965,credit,5000,Debt Consolidation,Unemployed,24,0.0465,approved
0334,63,Doctor,High,Wealth Preservation,High School,Divorced,3,Africa,Poor,Healthcare,4336.366514,2776.517762,556.509538,187.4328992,595.4693278,150.0311127,275.6761478,investment,5318.510825,Home Improvement,Self-Employed,12,0.046518511,approved
0335,59,Retiree,Low,Growth,Bachelor's,Widowed,2,Australia,Poor,Technology,44599.19921,26718.1808,9195.350239,8014.55974,4445.985809,1274.768681,2450.571567,investment,47047.07008,Debt Consolidation,Retired,12,0.10494707,approved
0336,22,Lawyer,Medium,Wealth Preservation,Bachelor's,Divorced,3,Asia,Average,Education,870.3508954,1048.269053,190.403285,204.2487536,100.7102258,14.39145586,135.9180241,credit,5000,Home Improvement,Unemployed,36,0.08,pending
0337,79,Student,Medium,Speculation,Bachelor's,Widowed,2,South America,Average,Manufacturing,94.69400064,1000,153.2571053,91.10343283,97.61819202,8.68327088,188.0411128,investment,5000,Auto Purchase,Retired,24,0.0504,approved
0338,34,Doctor,Medium,Speculation,High School,Married,2,Asia,Poor,Retail,390.4774676,1000,483.6807944,156.0103571,227.3116795,3.469948041,105.1002316,credit,5000,Small Business,Unemployed,60,0.0512,approved
0339,84,Teacher,Low,Speculation,High School,Divorced,3,Australia,Excellent,Finance,13629.8361,20264.31449,7159.366851,4154.334459,4584.922957,456.1520702,2340.239664,savings,5000,Small Business,Retired,24,0.0844,pending
0340,75,Engineer,Low,Wealth Preservation,Master's,Married,3,North America,Good,Finance,13267.12853,15138.47077,3932.306271,4272.812028,2444.868498,659.3316033,2626.736259,checking,14909.69745,Auto Purchase,Employed,36,0.088309697,rejected
0341,71,Manager,High,Speculation,High School,Single,2,Australia,Good,Manufacturing,225.2346211,1000,242.4568156,208.1901746,79.46850489,5.716415835,265.2755477,checking,5000,Auto Purchase,Retired,60,0.082,pending
0342,68,Lawyer,Low,Growth,Bachelor's,Married,0,North America,Average,Retail,5723.993431,3793.073803,1109.991001,229.1132047,926.2585501,34.17423708,494.3600522,savings,5000,Small Business,Retired,60,0.0558,approved
0343,76,Data Scientist,Low,Growth,Master's,Married,1,Asia,Excellent,Education,2266.180619,1000,299.5850972,237.6474072,136.482962,27.28461965,55.80238698,credit,5000,Debt Consolidation,Retired,12,0.0732,pending
0344,84,Data Scientist,High,Income Generation,High School,Divorced,0,Asia,Good,Education,843.94036,1000,463.9906348,166.261743,200.5475322,56.05809681,127.0566606,checking,5000,Auto Purchase,Employed,24,0.0764,rejected
0345,25,Developer,High,Income Generation,High School,Widowed,3,Australia,Good,Finance,3302.110365,5571.812656,578.1315163,741.234306,1115.390401,29.07814919,442.1646564,checking,5000,Auto Purchase,Employed,36,0.0809,rejected
0346,61,Artist,Medium,Wealth Preservation,Bachelor's,Single,4,Europe,Poor,Education,1888.901217,1000,352.9350671,63.88657738,162.0135882,24.49969924,184.5498926,credit,5000,Medical Expenses,Retired,24,0.0591,approved
0347,49,Retiree,High,Wealth Preservation,PhD,Divorced,3,North America,Excellent,Manufacturing,119.5665444,1000,153.9156119,150.9418259,201.0744409,18.81767498,186.3688136,credit,5000,Home Improvement,Self-Employed,24,0.079,pending
0348,63,Teacher,High,Growth,Master's,Widowed,3,South America,Good,Education,3010.697095,1000,162.5440615,85.39580943,79.70408337,13.50091004,280.474416,checking,5000,Auto Purchase,Employed,24,0.0754,rejected
0349,58,Student,Medium,Growth,High School,Widowed,4,South America,Poor,Technology,22501.93456,37794.80516,15336.67933,8411.402066,4855.552875,992.0632768,3773.473458,credit,9372.700161,Medical Expenses,Retired,48,0.0713727,approved
0350,42,Doctor,Low,Speculation,Master's,Single,4,Europe,Average,Finance,19044.60642,29992.02426,11775.12992,5334.867924,5054.19277,527.6939471,3967.140875,credit,7193.268205,Auto Purchase,Unemployed,48,0.076393268,pending
0351,35,Engineer,High,Wealth Preservation,Bachelor's,Married,2,Europe,Poor,Technology,31599.93802,25296.99887,4167.397739,4330.29219,2264.810125,341.5615074,2484.268822,savings,6394.802054,Home Improvement,Retired,36,0.097094802,rejected
0352,75,Retiree,High,Income Generation,Bachelor's,Divorced,2,North America,Poor,Retail,2298.317843,2606.605663,1189.017899,726.2182076,553.0230955,62.18651356,477.7251945,savings,5000,Debt Consolidation,Employed,12,0.0687,approved
0353,57,Lawyer,Low,Speculation,Bachelor's,Widowed,3,South America,Poor,Finance,15697.8439,28260.98087,5662.021237,6186.777299,6476.665294,346.190489,4004.64282,credit,6662.231139,Home Improvement,Self-Employed,24,0.053862231,approved
0354,29,Student,Medium,Speculation,Bachelor's,Divorced,1,Australia,Average,Technology,18019.73895,18513.72734,8016.37569,4633.984379,1751.456064,116.1491939,1237.450674,investment,15318.52296,Auto Purchase,Self-Employed,36,0.073018523,approved
0355,71,Retiree,Low,Wealth Preservation,Master's,Widowed,2,Australia,Excellent,Education,7374.250646,8856.423251,1468.542595,1293.63162,1911.025182,413.60391,1604.281601,checking,8196.863191,Auto Purchase,Retired,36,0.060796863,approved
0356,50,Artist,Low,Growth,Master's,Widowed,0,Europe,Good,Retail,12428.53047,7462.301253,1546.077118,541.0400034,536.7024151,118.6152367,945.4767675,investment,5000,Medical Expenses,Self-Employed,60,0.0761,pending
0357,60,Teacher,Medium,Income Generation,Master's,Divorced,3,Asia,Good,Technology,75397.08409,45029.93831,15552.78401,10471.20246,9638.346089,1931.069174,4131.893435,checking,50000,Auto Purchase,Employed,36,0.0997,approved
0358,25,Doctor,Medium,Growth,High School,Single,3,Africa,Good,Manufacturing,183.4570935,1000,247.3636121,208.9873067,106.3613093,28.72831045,130.4777683,credit,5000,Small Business,Employed,12,0.0914,pending
0359,48,Manager,High,Growth,High School,Married,1,South America,Average,Retail,556.2656709,1000,161.2419769,283.8371099,212.5459835,17.79365794,367.2051925,investment,5000,Medical Expenses,Unemployed,60,0.0616,approved
