id,age,occupation,risk_tolerance,investment_goals,education,marital_status,dependents,region,financial_history,sector,income_level,Account_balance,Account_deposits,Account_withdrawals,Account_transfers,international_transfers,Account_investments,account_type,loan_amount,loan_purpose,employment_status,loan_term,interest_rate,loan_status
25413709-04bf-412c-8eda-071763ab7933,18,Artist,Medium,Wealth Preservation,PhD,Single,2,Australia,Excellent,Finance,13636.97925,5044.199241,1516.09672,764.2646764,1085.947372,30.01170932,257.8947106,checking,12379.14908,Small Business,Unemployed,12,0.071679149,approved
d93ad6f8-3b5a-46a3-8e7c-9424d09f61f5,47,Retiree,Medium,Speculation,Master's,Widowed,0,Africa,Excellent,Healthcare,7030.217389,9492.845543,956.2486007,2042.665961,1611.885579,358.2652239,1648.905612,savings,5000,Medical Expenses,Employed,24,0.09,pending
4867d1fa-9297-44c8-8d2f-4c249bc096a2,53,Retiree,Low,Speculation,Master's,Divorced,1,Asia,Average,Manufacturing,105.8455351,1000,253.8081802,90.27283245,130.3718113,11.56441849,104.8052509,savings,5000,Medical Expenses,Self-Employed,36,0.0507,approved
28072a05-84ff-4d70-9238-a23e283a52f6,76,Student,Medium,Wealth Preservation,PhD,Divorced,3,Europe,Good,Healthcare,4730.431896,8284.125556,1657.914338,1635.902271,1211.160677,322.6579847,1290.859282,savings,6918.145485,Medical Expenses,Employed,60,0.089918145,rejected
30054504-9f13-494e-836c-dae7104649ab,18,Developer,Medium,Speculation,High School,Widowed,3,Australia,Average,Technology,12833.70713,13184.30682,4816.119495,3859.306938,2882.12581,205.6473896,1081.48716,investment,17003.39283,Medical Expenses,Retired,12,0.087803393,pending
2685bd62-39f8-4bcd-8319-0731ea33a6b4,20,Student,Low,Speculation,PhD,Married,1,Australia,Good,Healthcare,5551.48642,3995.30708,640.9381323,883.8184367,323.5388412,50.13950413,325.7343914,savings,5000,Medical Expenses,Unemployed,12,0.0727,pending
8c96d993-3196-4c27-8a33-875cbe09ecdc,63,Data Scientist,High,Growth,Bachelor's,Widowed,2,Africa,Good,Education,343.0745882,1000,313.9663207,58.11899503,149.2721059,8.995548501,123.1100419,credit,5000,Home Improvement,Self-Employed,36,0.0592,approved
775aad78-45fe-4337-8891-94d6a942e550,76,Lawyer,High,Growth,Bachelor's,Widowed,3,Australia,Poor,Technology,38326.90551,26027.05482,12957.85688,6187.217142,3439.398025,939.4830085,5264.790457,investment,50000,Auto Purchase,Unemployed,24,0.1227,rejected
4146dde9-7a2d-4efd-a6ae-5b4e52911347,44,Manager,Medium,Speculation,High School,Widowed,3,Europe,Excellent,Education,2724.948485,1000,487.3940612,265.8431882,105.9603578,8.959279447,179.1514049,savings,5000,Home Improvement,Unemployed,48,0.0501,approved
39f323b9-4c77-458d-a9b0-9e14f7f8f213,62,Doctor,Low,Speculation,Master's,Single,3,Asia,Poor,Healthcare,2874.714522,1500.618278,309.5444152,159.3560844,84.37857383,18.96250695,158.2355285,investment,5000,Auto Purchase,Retired,12,0.0714,rejected
dc4fb382-9467-44c5-8917-114ffe8b0cdf,76,Student,Medium,Wealth Preservation,Bachelor's,Single,2,Europe,Good,Finance,20966.78506,25727.83403,9394.386166,6652.225524,3882.977581,833.0075894,3035.712728,checking,7032.003805,Auto Purchase,Retired,24,0.062532004,approved
e17d4f0d-fd79-4e28-b3c2-a2117d213e69,35,Manager,Medium,Wealth Preservation,Master's,Married,0,North America,Good,Education,389.8560146,1000,491.025806,214.7561808,63.66545698,0.490438397,127.1521289,checking,5000,Auto Purchase,Retired,36,0.0973,pending
5089392b-626f-447c-ac33-23c3342f488d,83,Engineer,Low,Wealth Preservation,High School,Single,0,North America,Good,Healthcare,3956.691499,4981.394981,853.2157924,718.2304039,729.6503138,17.25296515,895.0768918,credit,5000,Debt Consolidation,Self-Employed,48,0.09,pending
2994ab51-7d4c-4d4d-b3f1-05e208965bea,54,Teacher,Medium,Speculation,High School,Divorced,4,Europe,Average,Education,1748.561158,1000,144.5905736,213.0257982,142.92638,32.02161587,77.35635738,checking,5000,Small Business,Unemployed,60,0.0551,approved
36e3aa9a-02fa-4e72-a352-d556ade136a8,56,Data Scientist,Low,Wealth Preservation,PhD,Single,4,Africa,Excellent,Finance,27497.43085,3456.098085,584.4154303,405.5682438,205.7973207,18.52659104,662.128128,checking,30834.21274,Home Improvement,Unemployed,36,0.105534213,pending
e4813b6e-426b-4d64-9f84-650d0f5edfef,35,Student,Medium,Wealth Preservation,PhD,Widowed,1,Africa,Excellent,Healthcare,7820.497784,14256.47749,2188.19902,1762.372907,1525.790698,29.23830265,1837.689767,investment,5000,Debt Consolidation,Unemployed,24,0.0793,pending
6831e254-737b-4e85-a99e-31ebd54a6a71,21,Lawyer,Medium,Wealth Preservation,Master's,Single,1,Australia,Average,Manufacturing,309.2025411,1000,436.709164,209.4077149,144.9288104,16.10050748,51.2315684,credit,5000,Debt Consolidation,Self-Employed,24,0.0501,approved
59d1d1b6-3d91-42b0-a575-42b4daf659d5,35,Lawyer,Medium,Growth,Bachelor's,Widowed,2,Australia,Excellent,Education,1389.25523,1000,223.9139993,269.6133019,168.8665671,25.365633,69.17236471,checking,5000,Small Business,Self-Employed,12,0.0655,approved
49699030-4328-458f-ac25-e7ea7e03fc2d,79,Artist,Low,Wealth Preservation,Bachelor's,Single,1,South America,Excellent,Retail,1297.150997,1982.080278,355.1731551,152.3731357,471.80055,110.9049066,386.8273577,investment,5000,Home Improvement,Retired,60,0.0993,rejected
ec2341a3-0074-4510-88b1-d61a1fb43926,23,Manager,High,Income Generation,Master's,Divorced,3,Europe,Poor,Education,1912.133927,3108.421606,329.4092297,614.0120817,546.3615145,77.86962306,962.8787497,checking,5000,Medical Expenses,Unemployed,60,0.096,pending
8db459e7-e0cc-4f71-a2df-9ffe79c50796,23,Artist,Low,Growth,Master's,Divorced,0,Asia,Average,Retail,575.2208528,1000,434.2659453,131.4372388,233.3327384,11.68673173,175.3314193,investment,5000,Auto Purchase,Self-Employed,24,0.0546,approved
9919f845-a98f-45fd-b112-9dcdef18f942,33,Engineer,High,Speculation,Bachelor's,Married,1,North America,Good,Retail,1355.586096,2145.706114,591.7130595,555.3406454,186.914965,15.92370782,374.3347357,checking,5000,Debt Consolidation,Employed,36,0.0688,approved
ff124f97-e303-434f-a46f-9dad4936c14b,52,Developer,High,Growth,Bachelor's,Widowed,3,North America,Average,Technology,28268.97307,54985.54859,27140.77545,13432.50692,9269.920937,2751.786805,3339.197718,investment,39017.66726,Small Business,Self-Employed,24,0.094317667,approved
97673b79-1e69-4006-a90e-a3510d2ea39e,39,Doctor,Low,Wealth Preservation,Master's,Married,3,Australia,Excellent,Retail,602.7066995,1000,454.0456676,247.5527487,56.30178916,13.02286694,83.5885665,savings,5000,Auto Purchase,Unemployed,48,0.0881,pending
8df77853-e80a-4121-9c83-0c6a24d3375e,50,Lawyer,Low,Speculation,Bachelor's,Divorced,1,North America,Excellent,Education,1093.602265,1000,139.2241875,164.7878281,129.9316428,1.10803289,181.320958,credit,5000,Debt Consolidation,Unemployed,60,0.0504,approved
c83312ba-13b3-4ba1-bbb2-6a5b48fdbf7a,50,Doctor,High,Growth,Master's,Widowed,0,Australia,Average,Retail,870.6717669,1000,463.7161988,65.28353932,61.28197831,17.97626755,291.3002035,investment,5000,Debt Consolidation,Retired,24,0.087,pending
55aca6ff-4247-4cb3-9c2d-682d7b699498,40,Manager,High,Income Generation,PhD,Widowed,0,South America,Excellent,Technology,123226.1347,33580.07086,14870.36727,4041.286502,6800.682672,682.3024429,2878.95628,checking,50000,Auto Purchase,Self-Employed,48,0.1094,approved
fd06ffea-0e93-447a-8eb8-d0bc97e607cf,53,Data Scientist,Low,Income Generation,High School,Single,3,Europe,Poor,Manufacturing,1390.821072,1000,187.2285342,150.6046826,169.7306986,5.171276861,133.7917115,credit,5000,Medical Expenses,Retired,48,0.0521,approved
0c0572d0-61bf-4cc2-a33b-8f7511d7f8b2,33,Student,Low,Wealth Preservation,Bachelor's,Single,0,North America,Average,Retail,340.3447416,1000,285.101345,231.7950944,183.9827987,27.52838202,173.5841557,savings,5000,Small Business,Retired,60,0.0556,approved
8e620910-cbc1-4c9e-a0da-0d9d4f424fea,82,Artist,Low,Wealth Preservation,Master's,Divorced,1,South America,Average,Education,4922.751926,3220.059012,870.9595781,181.4404118,554.8056209,152.3246894,395.3970058,investment,5000,Medical Expenses,Retired,24,0.0724,rejected
f6d47b97-291c-4138-bb7d-580c96aeaf78,50,Artist,High,Speculation,High School,Divorced,0,North America,Poor,Retail,46.22691586,1000,468.2898896,168.3907566,229.0378729,23.3470413,173.378672,checking,5000,Auto Purchase,Retired,36,0.0987,pending
34c2308e-bf58-4556-a309-86d7bfe6defd,64,Artist,Medium,Speculation,Bachelor's,Single,4,North America,Average,Manufacturing,210.4826422,1000,221.4917152,57.86141334,145.6817724,34.03934215,105.0563155,credit,5000,Medical Expenses,Unemployed,48,0.0929,rejected
feef12c0-bfdf-4ac0-b362-9899891b7eb3,26,Doctor,Low,Growth,PhD,Divorced,2,Europe,Good,Education,1485.486668,1000,454.1165125,124.0398957,205.4107537,4.358569647,194.4189013,checking,5000,Small Business,Employed,12,0.0975,rejected
b6fc8ce3-528f-4919-a048-5bb459f9bd6d,56,Artist,High,Income Generation,High School,Divorced,1,Africa,Poor,Retail,388.7367516,1000,137.3847003,89.80574416,81.52255014,16.01131098,156.3214207,checking,5000,Medical Expenses,Unemployed,12,0.0601,approved
77c913d6-6752-43ed-8fa0-3c852f498e7d,52,Engineer,Low,Wealth Preservation,Bachelor's,Widowed,0,Asia,Average,Education,1296.859137,1120.916437,222.3619831,164.4321172,192.3523338,23.95822528,88.81163446,investment,5000,Medical Expenses,Employed,12,0.0921,pending
cf5aee13-cdd5-4b81-bb76-65c8b9a7b3c1,52,Teacher,High,Wealth Preservation,Bachelor's,Married,2,Australia,Average,Technology,18354.91237,21316.7064,9940.437866,2541.815513,3792.045103,34.0060796,1826.221355,credit,24907.98914,Medical Expenses,Self-Employed,12,0.101807989,pending
51ad8b12-469b-495a-9319-2d8b2c12bb11,18,Retiree,Medium,Growth,High School,Single,4,Asia,Good,Technology,17338.96282,21317.27882,7637.692281,4452.54248,2789.850366,361.385993,3408.572036,checking,21745.41209,Home Improvement,Retired,24,0.066245412,approved
3217e500-76d3-49f7-ae2b-5670138b3ab2,54,Artist,Low,Speculation,Master's,Divorced,2,Africa,Excellent,Healthcare,4145.942268,1048.228773,157.039151,293.218305,145.4666901,18.16368827,61.27605324,credit,5000,Auto Purchase,Self-Employed,12,0.0728,rejected
29bd6c57-5bd9-4258-9766-b17087a60c72,83,Teacher,High,Speculation,Master's,Married,4,Europe,Poor,Manufacturing,71.78395392,1000,464.9766953,93.01748638,93.41211269,3.176003069,172.9763241,investment,5000,Small Business,Self-Employed,36,0.065,approved
e84eff22-07d8-4622-8f65-0c8cd001b028,63,Data Scientist,Medium,Speculation,High School,Married,4,Europe,Average,Healthcare,6876.515339,9042.077019,3366.456579,1392.917871,917.2723657,2.378112196,802.0662482,savings,7643.622669,Small Business,Employed,36,0.102143623,rejected
ddd290b9-87bd-4783-9dc2-e4dc1336eff2,24,Developer,High,Wealth Preservation,Bachelor's,Married,0,Europe,Good,Education,1293.074834,1955.23206,585.8148349,262.3085018,129.6902115,24.3069615,492.3951929,checking,5000,Debt Consolidation,Self-Employed,12,0.0893,pending
28250f0a-7b2d-425a-92c9-a930b9063b22,62,Student,Low,Income Generation,High School,Single,3,Europe,Poor,Finance,9112.151784,2013.180965,723.0354316,113.3017791,309.0525764,9.120614537,384.7876125,credit,13374.01151,Debt Consolidation,Employed,36,0.074574012,approved
1768b139-f149-49fe-912a-199daf3ed235,44,Data Scientist,Medium,Wealth Preservation,High School,Divorced,1,Africa,Poor,Manufacturing,101.9729911,1000,330.2849185,231.6781566,122.3103585,36.23853223,150.1049321,investment,5000,Auto Purchase,Employed,60,0.0879,rejected
b9ed7f6d-0073-45da-95df-4601e5d6d9d7,29,Manager,Medium,Growth,PhD,Single,4,Europe,Good,Finance,13499.01712,17405.40997,5440.669536,4775.309719,2361.065862,504.3749181,3188.127879,investment,11445.85688,Auto Purchase,Self-Employed,48,0.088345857,rejected
bf5a05c2-da2e-4253-aa98-c91516d60ba7,33,Retiree,Medium,Growth,Master's,Married,1,Asia,Average,Technology,54834.65208,37392.324,8972.916138,9033.398037,3735.982086,60.86466876,1982.578178,checking,50000,Debt Consolidation,Retired,48,0.0935,approved
2c84fb2f-3e08-42fb-9686-a4a4f89720b6,85,Student,Low,Wealth Preservation,Bachelor's,Divorced,2,Asia,Good,Finance,33688.89909,41798.16717,12768.68003,11015.08516,5247.70499,1184.130167,4923.548941,savings,5000,Home Improvement,Self-Employed,60,0.0599,approved
b05ad796-1ff1-479c-bed7-1c8b6096ab22,39,Data Scientist,High,Wealth Preservation,Master's,Divorced,2,Africa,Poor,Technology,33414.93134,6151.347428,2891.298842,1611.581022,834.1940769,31.30463796,2324.930281,checking,27705.58928,Debt Consolidation,Employed,60,0.121705589,rejected
b4f01529-d17e-49f1-a787-0e5d524352da,84,Doctor,Low,Wealth Preservation,PhD,Married,1,Australia,Average,Retail,1824.535111,1469.947945,669.0052486,378.4179102,114.8639606,17.69784779,91.94269731,savings,5000,Home Improvement,Employed,12,0.0464,approved
4290f5c3-e682-429a-b779-04c62da5fe47,69,Manager,Low,Income Generation,PhD,Married,1,Africa,Good,Healthcare,5829.654643,9971.970268,3709.463589,2477.746716,2366.46355,187.8913798,1602.713321,checking,5000,Debt Consolidation,Employed,36,0.0646,approved
46120e08-43c2-4a26-afae-960d30f8e42b,41,Retiree,Medium,Growth,PhD,Divorced,3,North America,Poor,Finance,14647.63463,3142.99556,1338.394333,246.1405009,527.3659939,53.08402974,258.0513755,savings,14683.92923,Small Business,Retired,12,0.106283929,rejected
b5414f65-7fb9-4a85-8ac1-8f63395be0f8,31,Teacher,Medium,Income Generation,High School,Single,0,Europe,Average,Manufacturing,525.6369286,1000,359.4689905,237.7457157,97.39928409,18.08836346,56.62393009,checking,5000,Small Business,Unemployed,60,0.0724,approved
c0406c5a-8554-4e05-a901-3f62a9d36f72,47,Developer,High,Wealth Preservation,Master's,Married,0,South America,Good,Retail,3817.799925,6775.199506,2370.528245,1241.724758,540.9519554,32.25465267,2435.035228,savings,5000,Debt Consolidation,Self-Employed,48,0.0936,pending
8d67f16b-93e1-44b1-931b-f1006f6031bb,77,Lawyer,Low,Speculation,PhD,Divorced,2,South America,Average,Finance,19674.08524,12390.80359,5814.864864,1716.343235,1020.706083,75.08051209,2018.890693,savings,25958.52051,Small Business,Retired,24,0.119758521,pending
c1386a23-cef1-4986-b654-6b040ca65ff5,45,Student,Low,Speculation,Master's,Widowed,0,Australia,Poor,Manufacturing,455.5854174,1000,315.5579886,275.8170885,202.2689113,10.63558224,91.11621577,investment,5000,Medical Expenses,Employed,12,0.0937,rejected
2e93e583-2281-44cf-b46d-83c04a19a848,20,Doctor,High,Wealth Preservation,PhD,Married,0,North America,Poor,Education,1226.431534,1000,366.6255879,244.1846503,87.71894487,7.751709109,236.199855,savings,5000,Medical Expenses,Self-Employed,24,0.0552,approved
12885544-d4c4-4794-875d-ab814b7faff8,52,Student,High,Wealth Preservation,Bachelor's,Single,2,Australia,Poor,Technology,18168.00106,24215.88646,8592.639647,1455.534186,4942.992067,1126.511018,1596.914712,investment,21591.59118,Small Business,Self-Employed,48,0.100691591,rejected
b45948bf-5512-4ce5-ab88-5a5424477c96,48,Retiree,Low,Income Generation,Master's,Married,2,Asia,Excellent,Healthcare,2500.96483,1238.885529,378.4143216,280.5895965,184.8491836,47.25142368,238.0319535,checking,5000,Medical Expenses,Unemployed,48,0.0591,approved
2aea8e32-0a91-4378-aa6e-e1d97e68dda5,43,Data Scientist,Medium,Growth,Master's,Married,1,North America,Excellent,Finance,8894.936195,7110.969626,3227.344246,2050.411043,703.8026922,165.4648265,1356.011929,credit,5655.571818,Auto Purchase,Unemployed,36,0.067755572,approved
b540bc41-36c1-4aef-815d-7a54f848391b,67,Doctor,Low,Growth,High School,Single,3,Australia,Poor,Education,6425.334556,12004.77707,3573.879885,2428.500023,2583.504209,218.4847083,2160.788668,savings,8767.471812,Medical Expenses,Employed,48,0.103467472,rejected
2f8d5235-d2d8-4ab3-b2a3-e364d634d4c8,85,Doctor,Medium,Growth,PhD,Widowed,4,North America,Average,Retail,294.157681,1000,487.4640991,264.8024661,201.7746017,34.71683956,168.5974602,investment,5000,Auto Purchase,Employed,60,0.0983,pending
9f4b9723-5259-4e90-b29c-dd5ad0456d12,18,Manager,Medium,Speculation,PhD,Married,2,South America,Average,Healthcare,11503.56875,16349.81405,2389.648994,3292.988281,1758.403557,190.9641433,1833.998957,investment,5000,Medical Expenses,Self-Employed,12,0.0539,approved
7d804f2d-be7d-4966-9bfb-3f5877e124bc,74,Engineer,Medium,Income Generation,Master's,Divorced,1,Africa,Good,Manufacturing,46.08022589,1000,100.4818952,204.646576,215.5148696,4.145487894,84.66730189,investment,5000,Medical Expenses,Retired,36,0.0949,rejected
8aeea2af-fef6-42d8-9e84-eb3172a3be25,50,Developer,Medium,Growth,High School,Divorced,0,Australia,Poor,Retail,4000.483487,6498.253657,1209.787617,1503.755707,784.1367889,215.3833846,775.5045037,credit,5617.153645,Debt Consolidation,Retired,12,0.047317154,approved
8bea2d1c-9a79-418e-a0d0-7998e98c472b,72,Data Scientist,Medium,Growth,Bachelor's,Divorced,3,Africa,Poor,Retail,839.7015752,1641.712166,493.9096296,457.4331982,385.5864688,6.722531678,272.7585514,savings,5000,Home Improvement,Unemployed,48,0.0864,rejected
d7568bdd-b57d-4083-8bcc-84d1e88b1ea8,79,Retiree,Low,Income Generation,Bachelor's,Widowed,4,Australia,Average,Finance,15025.1165,15759.86684,7726.755793,3856.841284,3005.611153,380.2141234,2919.086661,credit,8289.246272,Small Business,Employed,60,0.078489246,pending
90e0d85c-91ae-4337-b078-4d37d70f0518,32,Engineer,Medium,Growth,PhD,Widowed,2,Asia,Average,Finance,19863.74722,22225.50444,6849.484314,4305.993912,1444.274165,54.08119155,1712.956809,checking,8682.502733,Medical Expenses,Retired,24,0.073682503,rejected
0b5c94dd-0e75-43a3-a47c-907d7ca17abd,52,Engineer,High,Income Generation,PhD,Married,3,Australia,Average,Healthcare,2025.359477,3842.859827,1582.980808,414.4998833,631.8701106,55.63279646,1328.567028,checking,5000,Debt Consolidation,Self-Employed,12,0.0558,approved
f7a62e48-f8eb-4fdc-b13f-ca36ed800efd,30,Lawyer,Medium,Speculation,PhD,Married,0,Australia,Average,Technology,27602.10699,41230.57052,11341.73994,2124.938535,7605.488918,1140.383236,7028.292063,investment,31314.58076,Medical Expenses,Retired,48,0.103014581,rejected
a7437e7f-e5dc-47b5-bbea-9b844a1760a2,84,Teacher,Low,Speculation,Bachelor's,Widowed,3,Europe,Good,Manufacturing,606.702868,1133.82858,178.7168138,109.5701131,122.9910723,22.79881572,205.2157199,checking,5000,Medical Expenses,Employed,48,0.0995,rejected
8d246fd8-dce7-41d2-a75b-49eed4ddf012,37,Data Scientist,High,Speculation,PhD,Married,1,Australia,Good,Finance,68097.80114,90766.69557,10259.70691,19589.48229,13516.1741,148.2836276,12834.93041,savings,50000,Small Business,Unemployed,36,0.1129,approved
019e7414-36b7-434c-a9e1-4538cb6e86a3,77,Lawyer,Medium,Income Generation,Bachelor's,Single,0,Africa,Average,Manufacturing,153.7196216,1000,231.7140468,148.632818,147.1503548,12.96281632,97.52957114,credit,5000,Debt Consolidation,Unemployed,48,0.0524,approved
141c09ec-da0f-46a5-a847-d8e57246750d,74,Student,High,Growth,PhD,Divorced,0,Europe,Poor,Manufacturing,181.0865337,1000,303.3880708,262.5100119,234.695786,29.68214015,141.013479,investment,5000,Medical Expenses,Retired,24,0.0875,pending
872a6652-7ff4-4c23-b92e-aa9ff3938a4c,77,Artist,Medium,Growth,High School,Married,2,Africa,Good,Finance,15098.7052,21125.45274,4882.145047,1656.90607,5023.629957,918.1641315,2048.934098,savings,9953.583799,Home Improvement,Retired,48,0.050253584,approved
7e9ac028-d732-4131-a218-68c0fa0df72c,38,Artist,Medium,Growth,Master's,Single,0,Europe,Good,Finance,29939.79489,34653.94331,3896.925784,3120.671492,3240.194794,541.1682739,6429.883656,investment,15652.18062,Debt Consolidation,Retired,12,0.084952181,pending
f92a8b54-ca60-413a-9419-83ecb57c12ff,52,Teacher,Medium,Income Generation,Bachelor's,Divorced,1,Australia,Excellent,Technology,23176.99602,8185.517573,3044.988758,974.0757436,587.953911,84.07970493,762.5566697,savings,28503.35503,Medical Expenses,Unemployed,24,0.108703355,pending
965ea28b-cb70-4c4e-9dd7-d7e8d7f99b8a,40,Engineer,High,Speculation,Master's,Single,0,Africa,Good,Healthcare,6965.353594,2431.536087,676.2420015,703.287992,546.1005939,19.79267486,965.1780489,credit,9354.427785,Auto Purchase,Unemployed,48,0.099654428,pending
4af2c733-35c5-40e2-be89-bdbd60728f24,66,Manager,Medium,Income Generation,Bachelor's,Married,3,Europe,Good,Technology,53165.7903,71132.65648,26127.55644,20882.18245,15155.11499,2768.970584,5844.458292,credit,37511.07861,Debt Consolidation,Retired,12,0.088611079,approved
aa2c583d-d34f-4e1d-af2c-c342ede51fb3,72,Manager,Low,Speculation,PhD,Divorced,3,South America,Excellent,Education,1936.861368,2031.874342,379.7634358,322.1086839,144.587397,39.25838425,227.6382748,savings,5000,Debt Consolidation,Unemployed,48,0.0807,rejected
11cfdd66-5b51-438f-aac3-427de96b863a,20,Developer,Medium,Growth,PhD,Single,0,Australia,Good,Education,1633.081648,1000,382.1697567,190.3951559,158.9591437,21.04593764,175.7364632,savings,5000,Medical Expenses,Employed,36,0.0869,pending
cffb5edd-39c5-45be-bc93-112f606e8827,24,Developer,Medium,Speculation,High School,Divorced,0,Africa,Poor,Finance,10081.77073,12441.83248,4631.087451,2429.192423,663.0696482,115.6034311,1489.585754,savings,8925.426386,Debt Consolidation,Self-Employed,12,0.099625426,rejected
895a5f0c-174f-4357-a727-da3e22a062d5,85,Teacher,Low,Speculation,PhD,Divorced,0,South America,Excellent,Finance,27175.49205,5544.124407,727.4392206,500.0181089,1123.344866,292.1168305,396.2082856,investment,20468.78676,Auto Purchase,Self-Employed,24,0.099168787,pending
350f5252-a158-414e-80c3-2a99a63f9d31,76,Student,Low,Growth,Bachelor's,Single,4,South America,Good,Retail,1777.645568,3394.838702,638.1127752,974.0596532,540.5667921,114.5162459,283.8849703,savings,5000,Debt Consolidation,Employed,24,0.0561,approved
741115c6-9931-43e5-ab76-8e1ce46b4edc,31,Developer,High,Growth,Bachelor's,Widowed,1,Australia,Average,Healthcare,8069.867947,4639.435996,1946.22747,515.7681407,1002.662543,166.2714612,1607.659645,investment,5000,Home Improvement,Self-Employed,36,0.0775,rejected
009d7a29-21d1-4c50-8d28-b3236b9cfe05,66,Manager,High,Growth,Master's,Married,3,Australia,Poor,Manufacturing,167.3129407,1000,252.6429537,142.7777268,248.703534,72.1394683,193.4562762,checking,5000,Small Business,Employed,24,0.1016,rejected
7deca569-b693-4717-ac0d-ebe94585ae57,77,Manager,Low,Speculation,Master's,Married,1,North America,Excellent,Manufacturing,203.5407406,1000,169.1120599,148.8502754,244.3512406,41.15907378,92.92283949,checking,5000,Medical Expenses,Employed,24,0.0742,rejected
1c455263-0e61-4022-80ce-490d093bfbb2,19,Data Scientist,Low,Wealth Preservation,Master's,Divorced,4,North America,Average,Retail,2169.360596,1000,128.2047694,231.9592043,227.6874497,41.2391214,137.1158226,savings,5000,Medical Expenses,Self-Employed,60,0.0662,approved
74bcef18-d8d0-47f4-a040-f2ebff850b70,49,Student,Low,Growth,Bachelor's,Widowed,2,Africa,Excellent,Education,11956.75553,14505.50528,5775.426807,2047.932042,1613.843014,435.2318323,2659.590136,investment,5000,Small Business,Retired,24,0.08,rejected
c71d23c1-14bd-4ed6-ab2b-65b4d6434369,31,Student,Medium,Growth,PhD,Single,3,Europe,Poor,Technology,69058.66378,15645.82768,4843.819901,3906.446564,2328.07656,263.3144746,1495.045831,investment,50000,Home Improvement,Unemployed,24,0.0979,approved
8ba21736-c2e8-4901-9b3f-da5f21953414,36,Doctor,High,Income Generation,High School,Single,2,Asia,Good,Manufacturing,36.4052242,1000,392.3275854,242.1695947,89.36775811,11.00974895,234.6059455,investment,5000,Debt Consolidation,Retired,24,0.0633,approved
26242099-f388-4cda-b1a2-f08efdd1ba8f,70,Teacher,Low,Growth,Bachelor's,Divorced,2,Africa,Average,Retail,1164.196218,1703.991614,675.0637488,391.7551845,395.7629518,50.54926292,311.3331448,investment,5000,Home Improvement,Employed,48,0.0644,approved
661ee5ca-984d-425b-9475-22d11584ebdf,51,Retiree,High,Speculation,High School,Married,3,Africa,Poor,Manufacturing,147.5905053,1000,468.6678426,179.3065506,236.7999671,29.15518317,135.9107725,savings,5000,Home Improvement,Employed,24,0.0608,approved
7e9705ca-bd8f-4ca1-982e-3c960f81e683,45,Artist,Medium,Growth,High School,Widowed,4,Europe,Good,Finance,11375.67331,8813.081077,3163.951934,513.9884451,1030.697689,256.0698882,1728.164704,credit,5738.438266,Debt Consolidation,Retired,48,0.089838438,rejected
99fe5498-c938-4a83-a9c0-7bca00c84b01,58,Engineer,Low,Wealth Preservation,PhD,Divorced,4,Australia,Poor,Education,1094.907893,1000,222.5735408,290.349291,249.4532794,55.32824363,97.59829605,credit,5000,Medical Expenses,Retired,12,0.0734,rejected
337d7317-9ccb-4c5b-a983-42407a6a7691,59,Student,High,Income Generation,PhD,Single,3,North America,Average,Education,11878.37877,14706.29674,6562.073413,4223.614479,2876.006543,518.660687,1358.099814,investment,12886.31734,Small Business,Unemployed,36,0.109486317,rejected
92d07d33-b3a0-4a71-b6c8-05e90c1f8c3c,18,Manager,Medium,Speculation,Bachelor's,Single,1,South America,Good,Technology,22969.9253,15696.67596,1983.832479,4104.831151,1392.092662,302.7982366,2314.871363,savings,9403.17792,Small Business,Employed,24,0.106003178,rejected
d968d64e-a884-467f-bf2d-487df7abe3db,45,Manager,Medium,Speculation,Bachelor's,Married,4,South America,Good,Finance,21382.03576,35808.26682,6284.29768,2671.770363,3790.241075,883.2029883,4826.121074,investment,6166.78242,Small Business,Unemployed,36,0.084166782,pending
7a1b034d-15f8-4541-a4d2-8be887cfc6ef,20,Lawyer,Low,Speculation,High School,Single,2,Asia,Poor,Finance,10213.64381,2706.116823,480.2186719,169.4420568,284.4568213,24.69255415,447.5154867,checking,5000,Auto Purchase,Self-Employed,12,0.0576,approved
e6ca752d-6bd8-49a3-8f63-dd654a2313cc,72,Retiree,Medium,Speculation,Master's,Single,0,North America,Good,Education,917.5685835,1000,139.7415308,194.6243086,85.75150091,2.956269069,61.0133959,investment,5000,Medical Expenses,Employed,48,0.0708,pending
d5764a73-dab4-46e3-98d1-cc4613b4d9fb,60,Engineer,High,Income Generation,High School,Divorced,3,Africa,Excellent,Finance,5084.446278,5074.814112,615.468718,832.4089829,609.5820623,44.6216056,1832.464822,checking,5000,Home Improvement,Self-Employed,36,0.0749,pending
f2a8a528-75d4-4485-8e09-dbf71fe935d8,50,Developer,High,Growth,PhD,Divorced,3,Europe,Excellent,Education,3440.445438,3293.891821,649.4153484,824.3500276,613.9087435,47.43210852,643.501998,savings,5000,Small Business,Unemployed,12,0.0779,rejected
9cbb0cd2-d083-4fea-b41c-45dd929acb02,77,Artist,Medium,Speculation,PhD,Divorced,3,Australia,Good,Technology,43854.8855,69466.13037,10588.21059,4100.591666,5775.446639,1664.668235,6100.601277,checking,31894.71293,Medical Expenses,Employed,24,0.083794713,approved
